Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction
35-60,Others,More than 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,trending songs random,Morning,"Relaxation and stress relief, Uplifting and motivational",Random ,"recommendations, Playlists",4,Rarely,Everything,Interview,unknown Podcasters,Both,Ok
60+,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,trending songs random,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session","Others, Friends",2,Never,Informative stuff,Story telling,Well known individuals,Both,Very Satisfied
60+,Male,6 months to 1 year,"Smartphone, Smart speakers or voice assistants",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Rock,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Workout session",Others,1,Several times a week,Finance related and current affairs,Interview,unknown Podcasters,Longer,Very Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),Yes,None,Podcast,classical,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Office hours, leisure time","recommendations, Radio, Others",5,Once a week,Food and cooking,Story telling,Well known individuals,Shorter,Ok
20-35,Male,6 months to 1 year,"Smartphone, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Family Plan-Rs 179/month,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling","recommendations, Playlists",5,Once a week,Stories ,Story telling,unknown Podcasters,Shorter,Dissatisfied
20-35,Male,1 year to 2 years,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Study Hours, leisure time","recommendations, Others",5,Never,General knowledge ,Educational,Both,Shorter,Very Dissatisfied
35-60,Others,6 months to 1 year,"Smartphone, Wearable devices",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Pop,Morning,"Uplifting and motivational, Social gatherings or parties","While Traveling, Before bed ","recommendations, Playlists, Radio",3,Once a week,Stories ,Educational,unknown Podcasters,Shorter,Dissatisfied
20-35,Male,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",Study Hours,"recommendations, Playlists",4,Rarely,Dance and Relevant cases ,Educational,unknown Podcasters,Longer,Dissatisfied
20-35,Male,Less than 6 months,"Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Old songs,Night,"Relaxation and stress relief, Social gatherings or parties","Workout session, leisure time",Radio,5,Rarely,None,Interview,None,Shorter,Very Dissatisfied
60+,Male,6 months to 1 year,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Rap,Night,Sadness or melancholy,"Office hours, Study Hours, Workout session",Others,2,Never,Finance related and current affairs,Interview,unknown Podcasters,None,Satisfied
20-35,Others,Less than 6 months,"Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Electronic/Dance,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Office hours, Study Hours, Workout session","recommendations, Playlists, Others",4,Never,Lifestyle and Health,Story telling,Both,Longer,Satisfied
20-35,Male,Less than 6 months,Wearable devices,Free (ad-supported),No,Individual Plan- Rs 119/ month,Podcast,Pop,Night,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, Workout session","recommendations, Playlists, Radio, Others",3,Never,Technology,Story telling,unknown Podcasters,Shorter,Very Dissatisfied
20-35,Others,1 year to 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,None,Music,Melody,Morning,Uplifting and motivational,leisure time,"Others, Social media",4,Never,Educational ,Conversational,None,Longer,Satisfied
60+,Others,More than 2 years,Computer or laptop,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational","Office hours, While Traveling, Workout session","recommendations, Others, Social media",4,Several times a week,Stories ,None,Well known individuals,Shorter,Dissatisfied
35-60,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,None,Podcast,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session, leisure time",Playlists,4,Rarely,General knowledge ,Interview,Well known individuals,Both,Dissatisfied
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,All,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, leisure time","recommendations, Radio, Others",1,Never,Lifestyle and Health,None,Both,Shorter,Satisfied
20-35,Others,Less than 6 months,"Computer or laptop, Wearable devices",Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Pop,Morning,Uplifting and motivational,Random ,"Playlists, Radio",3,Once a week,None,None,unknown Podcasters,Both,Satisfied
35-60,Female,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Student Plan-Rs 59/month,Music,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties",While Traveling,recommendations,1,Daily,Informative stuff,Story telling,unknown Podcasters,Longer,Very Dissatisfied
20-35,Others,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,classical,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time, Night time, when cooking","Playlists, Radio",2,Daily,Lifestyle and Health,Conversational,Well known individuals,Both,Very Satisfied
20-35,Others,Less than 6 months,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,"Classical & melody, dance",Morning,"Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session","Others, Social media",4,Once a week,Sports,None,None,Longer,Very Dissatisfied
13-20,Male,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Kpop,Night,"Uplifting and motivational, Sadness or melancholy","Office hours, leisure time","recommendations, Playlists",2,Several times a week,Educational ,Conversational,Well known individuals,Shorter,Dissatisfied
35-60,Male,1 year to 2 years,Computer or laptop,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Podcast,"Classical & melody, dance",Morning,Uplifting and motivational,"Office hours, Study Hours, While Traveling, leisure time",Radio,5,Rarely,Technology,Interview,Both,Shorter,Dissatisfied
60+,Female,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,None,Music,trending songs random,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling","Others, Social media",2,Rarely,Comedy,Story telling,None,Both,Satisfied
35-60,Male,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,trending songs random,Afternoon,"Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Radio",3,Rarely,Everything,Interview,Well known individuals,None,Very Satisfied
35-60,Male,More than 2 years,"Smartphone, Wearable devices",Premium (paid subscription),No,Student Plan-Rs 59/month,Podcast,Electronic/Dance,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, Workout session","Playlists, Others",1,Daily,Novels,Conversational,None,None,Ok
20-35,Others,More than 2 years,"Smartphone, Computer or laptop",Premium (paid subscription),No,Family Plan-Rs 179/month,Music,Electronic/Dance,Night,Social gatherings or parties,"Office hours, Study Hours, While Traveling, Workout session, leisure time, ","Others, Search",2,Daily,"Political, informative, topics that interests me",Educational,unknown Podcasters,None,Dissatisfied
60+,Others,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,Podcast,Kpop,Afternoon,"Relaxation and stress relief, Social gatherings or parties",Random ,"recommendations, Playlists",3,Never,Finance related and current affairs,Story telling,Both,Shorter,Satisfied
20-35,Others,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time",recommendations,4,Rarely,Informative stuff,Interview,Both,None,Dissatisfied
35-60,Male,Less than 6 months,"Smartphone, Computer or laptop",Premium (paid subscription),No,Individual Plan- Rs 119/ month,Podcast,Old songs,Afternoon,Social gatherings or parties,Study Hours,recommendations,1,Rarely,Spiritual and devotional,Interview,Both,Shorter,Very Satisfied
35-60,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Student Plan-Rs 59/month,Podcast,Old songs,Afternoon,"Relaxation and stress relief, Uplifting and motivational","Office hours, While Traveling, leisure time",Playlists,4,Once a week,Food and cooking,Conversational,Both,None,Very Dissatisfied
13-20,Others,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,"Classical & melody, dance",Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations, Playlists, Radio, Others",2,Several times a week,Spiritual and devotional,Interview,unknown Podcasters,Shorter,Ok
20-35,Male,1 year to 2 years,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),No,Family Plan-Rs 179/month,Music,Kpop,Morning,"Sadness or melancholy, Social gatherings or parties","Office hours, leisure time","Playlists, Radio",1,Never,Self help,None,unknown Podcasters,Both,Satisfied
20-35,Male,6 months to 1 year,Wearable devices,Free (ad-supported),No,Family Plan-Rs 179/month,Music,All,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, leisure time",Radio,1,Never,Health and Fitness,Educational,Well known individuals,Shorter,Dissatisfied
20-35,Male,Less than 6 months,"Smartphone, Computer or laptop",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,"Classical & melody, dance",Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling",recommendations,4,Never,General knowledge ,Interview,Well known individuals,Both,Ok
60+,Female,1 year to 2 years,"Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,Kpop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy",Social gatherings ,"recommendations, Others",4,Rarely,"Political, informative, topics that interests me",None,Both,None,Satisfied
35-60,Others,Less than 6 months,"Computer or laptop, Wearable devices",Premium (paid subscription),No,None,Podcast,classical,Night,"Sadness or melancholy, Social gatherings or parties","Study Hours, Workout session",Others,2,Once a week,Educational ,None,Well known individuals,None,Very Satisfied
60+,Others,Less than 6 months,"Smartphone, Wearable devices",Premium (paid subscription),No,Duo plan- Rs 149/month,Music,classical,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours,Study Hours, While Traveling, leisure time",recommendations,2,Rarely,Everything,Interview,Well known individuals,Shorter,Very Satisfied
13-20,Female,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Radio, Others",3,Rarely,Murder Mystery ,None,Well known individuals,None,Very Satisfied
13-20,Male,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),No,Individual Plan- Rs 119/ month,Music,"Classical & melody, dance",Afternoon,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, Workout session","recommendations, Playlists, Radio",1,Once a week,Business,Educational,Both,None,Ok
